registro_id,data_coleta,cidade,uf,regiao,latitude,longitude,fonte_dado,tipo_cobertura_solo,cultura,area_monitorada_ha,ndvi_anterior,ndvi_atual,umidade_solo_pct,temperatura_superficie_c,dias_sem_chuva,focos_calor_7d,risco_incendio_pct,classe_risco_incendio,producao_historica_t_ha,densidade_construcoes,expansao_urbana_ha,risco_desmatamento_pct,status_processamento,observacao
ORB-00515,2025-04-09,Altamira,PA,Norte,-3.18,-52.06,sensor_sentinel,pastagem,pastagem,155.98,0.56,"0,35",51.70,,12,13,63.99,alto,0.82,0.15,6.95,43.07,procesado,
ORB-00516,2025-10-22,Altamira,PA,Norte,-3.16,-52.10,sensor_sentinel,vegetacao_nativa,nao_aplicavel,157.97,0.64,0.62,55.98,30.02,3,6,63.32,alto,0.00,NA,0.00,23.20,processado,sombra parcial
ORB-00517,2025-04-29,Cuiabá,MT,Centro-Oeste,-15.42,-56.00,sensor_landsat,agricultura,milho,59.21,0.62,0.76,46.03,31.12,26,1,56.14,alto,6.27,0.19,0.00,0.00,processado,possivel queimadura
ORB-00518,2025-08-17,Cuiabá,MT,Centro-Oeste,-15.34,-55.99,sensor_landsat,pastagem,pastagem,110.29,0.47,"0,48",50.68,34.24,15,0,43.45,medio,1.11,0.06,"0,00",14.58,processado,
ORB-00519,2025-07-30,Rio Branco,AC,Norte,-10.02,-67.82,sensor_sentinel,agricultura,soja,267.88,0.57,0.70,86.74,33.19,4,4,32.00,medio,3.98,0.15,0.00,0.00,reprocessar,nuvem na cena
ORB-00520,2025-11-20,Uberlândia,mg,Sudeste,-19.09,-48.26,sensor_landsat,agricultura,soja,9.61,0.36,0.43,"17,76",26.60,15,3,70.68,alto,2.57,0.10,0.00,0.00,processado,nuvem na cena
ORB-00521,2025-07-31,Porto Velho,RO,Norte,-8.74,-63.91,sensor_sentinel,vegetacao_nativa,nao_aplicavel,1240.90,0.79,0.47,40.09,30.31,11,4,,alto,0.00,0.08,0.00,59.98,processado,sombra parcial
ORB-00522,2025-01-09,Barreiras,BA,Nordeste,-12.09,-45.14,drone_cliente,agricultura,milho,90.38,0.64,0.67,40.32,37.03,33,2,90.38,critico,6.87,0.15,0.00,12.67,processado,
ORB-00523,2025-02-08,Uberlândia,MG,Sudeste,-18.84,-48.20,sensor_sentinel,vegetacao_nativa,nao_aplicavel,125.43,0.70,0.64,"46,49","30,91",4,4,35.77,medio,0.00,0.06,2.06,47.65,processado,
ORB-00524,2026-02-24,Barreiras,BA,Nordeste,NA,,sensor_sentinel,urbano,nao_aplicavel,170.76,0.17,0.11,61.75,34.24,20,9,62.38,alto,0.00,0.92,5.43,21.10,pendete,possivel queimadura
ORB-00525,2025-02-08,Uberaba,MG,Sudeste,-19.79,-48.03,sensor_sentinel,agricultura,soja,527.66,0.77,0.73,37.16,27.59,6,0,42.58,medio,"3,90",0.05,0.00,0.00,processado,
ORB-00526,2025-04-28,Uberlândia,MG,Sudeste,-18.91,-48.31,sensor_sentinel,vegetacao_nativa,nao_aplicavel,84.75,0.83,0.75,23.73,30.07,9,2,81.39,critico,0.00,0.03,6.72,37.92,processado,
ORB-00527,2025-01-24,Petrolina,PE,Nordeste,-9.14,,sensor_sentinel,vegetacao_nativa,nao_aplicavel,226.35,0.86,"0,57",45.82,38.81,23,3,79.50,critico,0.00,0.05,0.45,84.16,processado,
ORB-00528,2026-02-05,Marabá,PA,Norte,-5.30,-49.01,sensor_sentinel,vegetacao_nativa,nao_aplicavel,84.06,,0.78,61.92,35.83,9,2,49.68,medio,0.00,0.06,0.00,39.01,processado,
ORB-00529,2025-07-04,RIO BRANCO,AC,Norte,-10.09,-67.65,sensor_sentinel,vegetacao_nativa,nao_aplicavel,52.20,0.81,0.44,"62,51",31.18,10,9,"68,30",alto,0.00,0.07,0.00,87.93,procesado,coordenada imprecisa
ORB-00530,data_invalida,Palmas,TO,Norte,-10.07,-48.41,sensor_landsat,agricultura,soja,69.88,0.45,"0,33",65.75,29.26,17,5,67.37,alto,3.16,NA,0.00,11.53,pendente,coordenada imprecisa
ORB-00531,2025-01-20,Uberaba,MG,Sudeste,-19.93,-48.12,sensor_sentinel,vegetacao_nativa,nao_aplicavel,193.15,0.88,"0,84",30.02,28.80,16,2,67.73,alto,0.00,0.11,0.00,38.65,processado,sombra parcial
ORB-00532,2025-03-05,Porto Velho,RO,Norte,-8.93,-64.01,sensor_landsat,agricultura,soja,69.31,0.47,0.38,69.64,"30,93",19,6,"65,59",alto,4.53,0.09,0.00,2.28,processado,
ORB-00533,2025-02-07,Sinop,MT,Centro-Oeste,-11.98,-55.54,sensor_landsat,agricultura,cafe,75.20,0.55,0.43,28.24,37.94,27,2,74.26,alto,1.45,0.11,"0,00","27,74",processado,
ORB-00534,2025-12-11,Uberlândia,MG,Sudeste,-18.92,-48.15,sensor_sentinel,urbano,nao_aplicavel,432.95,0.25,0.29,5.00,33.60,17,5,100.00,crítico,0.00,0.74,"9,04",0.00,processado,
ORB-00535,2025-03-21,Uberlândia,MG,Sudeste,NA,-48.34,sensor_landsat,vegetacao_nativa,nao_aplicavel,3.97,0.87,0.59,45.17,32.29,8,0,59.87,alto,0.00,0.12,0.00,67.34,processado,
ORB-00536,15/01/2026,Goiânia,GO,Centro-Oeste,-16.71,-49.52,Sentinel,agricultura,milho,170.67,0.74,,"38,25",38.84,11,2,,alto,6.70,"0,10",0.00,31.99,procesado,
ORB-00537,2025-08-14,Cuiabá,MT,Centro-Oeste,-15.84,-56.07,sensor_landsat,vegetacao_nativa,nao_aplicavel,389.89,0.65,0.48,28.13,35.24,9,3,80.21,critico,0.00,0.07,9.18,53.83,processado,coordenada imprecisa
ORB-00538,2026-01-01,Sinop,MT,Centro-Oeste,-11.89,"-55,45",sensor_landsat,pastagem,pastagem,17.00,0.64,0.50,48.28,38.61,21,5,65.62,alto,1.07,"0,17",2.06,31.90,erro_validacao,
ORB-00539,06/03/2025,Porto Velho,RO,Norte,-8.60,-63.75,drone_cliente,pastagem,pastagem,34.33,0.64,"0,68",46.59,28.68,13,2,46.45,medio,0.92,0.16,0.00,2.60,processado,
ORB-00540,2025-09-08,Ribeirão Preto,SP,Sudeste,-21.11,-47.95,base_municipal,agricultura,milho,221.13,0.67,0.70,NA,29.82,0,1,75.22,critico,,"0,16",0.00,0.00,processado,
ORB-00541,2025-11-10,Sinop,MT,Centro-Oeste,-11.89,-55.70,sensor_sentinel,vegetacao_nativa,nao_aplicavel,296.08,0.63,0.30,71.59,31.55,27,8,77.23,critico,0.00,0.11,0.00,68.37,erro_validacao,
ORB-00542,2026-01-28,Marabá,PA,Norte,-5.25,-49.38,sensor_landsat,vegetacao_nativa,nao_aplicavel,515.12,0.63,0.57,81.04,"32,57",,3,"46,48",medio,0.00,0.08,0.00,44.69,processado,sombra parcial
ORB-00543,2026-01-15,Rio Branco,AC,Norte,-9.77,-67.81,sensor_sentinel,vegetacao_nativa,nao_aplicavel,658.45,0.80,0.64,66.02,"33,18",26,4,60.32,alto,"0,00",0.12,0.00,50.53,pendente,sombra parcial
ORB-00544,2025-05-01,Marabá,PA,Norte,-5.32,-49.03,drone_cliente,agric.,cana,23.26,0.59,0.48,81.04,35.25,24,1,,alto,95.44,0.19,0.00,"35,99",pendente,
ORB-00545,2025-01-13,Uberlândia,MG,Sudeste,-18.95,-48.18,sensor_landsat,agricultura,milho,619.14,0.41,0.35,29.05,27.43,10,8,79.17,critico,5.96,0.10,0.00,1.48,processado,coordenada imprecisa
ORB-00546,2025-05-20,SORRISO,MT,Centro-Oeste,,-55.64,sensor_landsat,agricultura,cana,186.14,0.63,NA,66.47,32.18,19,1,45.34,medio,76.59,0.05,0.00,7.84,pendente,registro importado manualmente
ORB-00547,2025-05-07,Goiânia,GO,Centro-Oeste,-16.74,-49.38,sensor_landsat,pastagem,pastagem,491.10,0.59,0.64,37.04,36.98,30,8,100.00,critico,0.97,0.05,0.00,"0,00",processado,
ORB-00548,20/10/2025,Uberaba,MG,Sudeste,-19.81,-47.74,sensor_sentinel,pastagem,pastagem,360.26,0.44,0.50,20.57,32.16,18,3,97.76,critico,1.50,0.06,0.00,0.00,processado,
ORB-00549,2025-12-21,Petrolina,PE,Nordeste,-9.72,-40.65,sensor_landsat,vegetacao_nativa,nao_aplicavel,72.94,0.74,0.64,8.47,,23,11,NA,critico,0.00,0.09,0.00,53.57,pendente,sombra parcial
ORB-00550,2025-12-21,Sorriso,MT,Centro-Oeste,-12.36,-55.52,sensor_landsat,urbano,nao_aplicavel,"721,86",0.26,0.23,41.48,33.63,38,6,89.49,critico,0.00,0.62,1.59,18.41,processado,
ORB-00551,2025-10-05,Porto Velho,RO,Norte,-8.71,,sensor_sentinel,urbano,nao_aplicavel,67.09,0.17,0.11,36.70,32.97,17,3,58.50,alto,0.00,0.60,9.62,,reprocessar,
ORB-00552,2026-01-03,Petrolina,PE,Nordeste,-9.25,-40.51,sensor_sentinel,vegetacao_nativa,nao_aplicavel,258.35,0.83,0.73,51.58,34.22,15,0,"53,78",alto,0.00,NA,0.00,43.45,reprocessar,
ORB-00553,2025-01-24,Ribeirão Preto,SP,Sudeste,-21.05,,sensor_sentinel,vegetacao_nativa,nao_aplicavel,21.14,0.76,0.75,24.64,"25,27",5,9,"77,91",critico,0.00,0.04,,,processado,nuvem na cena
ORB-00554,2025-02-05,Uberaba,MG,Sudeste,-19.87,-47.67,drone_cliente,agricultura,cafe,11.89,0.37,0.52,71.72,NA,21,1,"52,26",alto,2.07,0.12,0.00,0.00,pendente,nuvem na cena
ORB-00555,,Altamira,PA,Norte,-3.17,-52.03,base_municipal,vegetacao_nativa,nao_aplicavel,78.15,0.63,0.54,60.76,35.07,,1,38.41,médio,0.00,0.11,0.00,46.61,pendente,registro importado manualmente
ORB-00556,2026-02-14,Goiânia,GO,Centro-Oeste,-16.59,"-49,18",sensor_sentinel,vegetacao_nativa,nao_aplicavel,165.86,0.63,0.06,68.77,33.13,31,3,64.03,alto,0.00,0.07,,100.00,processado,
ORB-00557,2025-07-13,Cuiabá,MT,Centro-Oeste,-15.76,-56.20,sensor_sentinel,vegetacao_nativa,nao_aplicavel,214.47,0.62,0.46,31.97,30.35,26,4,92.50,critico,0.00,0.11,"0,00",NA,processado,nuvem na cena
ORB-00558,2026-03-18,Cuiabá,MT,Centro-Oeste,-15.59,-55.82,sensor_sentinel,pastagem,pastagem,,"0,55",0.58,NA,35.07,32,1,70.01,alto,1.10,0.11,0.00,9.39,processado,possivel queimadura
ORB-00559,,Cuiabá,MT,Centro-Oeste,-15.70,-56.27,sensor_sentinel,vegetacao nat.,nao_aplicavel,301.64,0.66,0.05,32.15,31.05,24,4,85.18,critico,"0,00","0,01",0.00,100.00,processado,
ORB-00560,08-04-2025,Goiânia,GO,Centro-Oeste,-16.79,-49.32,sensor_landsat,agua,nao_aplicavel,199.49,0.03,0.05,9.56,33.87,,2,,alto,0.00,,0.00,0.00,procesado,sombra parcial
ORB-00561,2025-02-17,Sinop,MT,Centro-Oeste,-11.75,-55.59,sensor_sentinel,urbano,nao_aplicavel,471.89,0.22,0.19,23.29,NA,22,2,67.58,alto,"0,00",0.95,10.25,,processado,sombra parcial
ORB-00562,2025-05-20,Sorriso,MT,Centro-Oeste,-12.49,-55.69,sensor_sentinel,vegetacao_nativa,nao_aplicavel,176.15,0.69,0.39,35.40,,26,5,85.33,critico,0.00,0.11,0.00,55.49,pendente,possivel queimadura
ORB-00563,,Barreiras,BA,Nordeste,-12.12,-44.89,sensor_landsat,vegetacao_nativa,nao_aplicavel,131.36,0.81,0.21,52.30,32.07,9,16,"69,12",alto,0.00,"0,04",0.00,100.00,processado,possivel queimadura
ORB-00564,2025-09-12,Ribeirão Preto,SP,Sudeste,-21.05,-47.79,Sentinel,agua,nao_aplicavel,19.99,0.10,0.12,40.00,"32,51",3,1,29.16,medio,0.00,0.01,0.00,5.75,processado,
ORB-00565,2026-01-19,Palmas,TO,Norte,-10.08,-48.52,sensor_sentinel,agricultura,soja,508.73,0.69,0.58,39.11,"34,07",0,2,53.07,alto,NA,0.19,0.00,11.50,processado,
ORB-00566,2025-03-10,Palmas,TO,Norte,-9.88,-48.29,sensor_landsat,urbano,nao_aplicavel,4.55,0.11,0.13,65.04,34.06,6,6,49.23,medio,0.00,0.92,14.53,11.17,processado,sombra parcial
ORB-00567,2025-07-13,Uberaba,MG,Sudeste,-19.95,,sensor_landsat,vegetacao_nativa,nao_aplicavel,57.10,0.71,0.68,28.70,33.28,10,3,"56,20",alto,0.00,"0,02",0.00,34.53,processado,
ORB-00568,2026-01-14,Petrolina,PE,Nordeste,-9.39,-40.54,sensor_landsat,vegetacao_nativa,nao_aplicavel,322.37,0.63,0.59,24.99,32.17,15,2,90.77,crítico,0.00,0.03,1.32,36.98,processado,
ORB-00569,2026-01-30,Goiânia,GO,Centro-Oeste,NA,-49.44,sensor_sentinel,vegetacao_nativa,nao_aplicavel,151.93,"0,87",0.49,32.36,31.92,28,9,100.00,critico,0.00,0.05,3.89,80.47,processado,sombra parcial
ORB-00570,2026-01-02,Uberlândia,MG,Sudeste,-18.93,-48.29,sensor_sentinel,vegetacao_nativa,nao_aplicavel,177.08,0.65,0.56,38.61,32.05,20,1,61.14,alto,0.00,0.09,,51.99,processado,coordenada imprecisa
ORB-00571,2026-03-23,Cuiabá,MT,Centro-Oeste,-15.69,-56.24,sensor_landsat,vegetacao_nativa,nao_aplicavel,NA,0.84,NA,54.57,37.94,16,4,"55,26",alto,0.00,0.08,"0,00",65.67,processado,
ORB-00572,2025-09-18,Palmas,TO,Norte,-10.23,-48.38,sensor_sentinel,vegetacao_nativa,nao_aplicavel,NA,0.77,0.37,"36,95",31.49,19,3,82.52,critico,0.00,NA,0.00,75.70,processado,possivel queimadura
ORB-00573,2025-12-30,palmas,TO,Norte,-10.15,-48.35,sensor_sentinel,agricultura,soja,14.25,0.62,0.66,63.36,"29,51",12,0,52.55,alto,3.00,0.20,0.00,0.00,pendente,
ORB-00574,2025-09-24,Ribeirão Preto,SP,Sudeste,-21.20,-47.70,sensor_sentinel,vegetacao_nativa,nao_aplicavel,48.35,0.87,"0,59",32.66,27.52,3,4,"55,30",alto,0.00,0.06,0.00,72.48,pendente,possivel queimadura
ORB-00575,2025-03-02,Sinop,MT,Centro-Oeste,-11.96,-55.56,sensor_sentinel,urbano,nao_aplicavel,154.37,NA,"0,22",30.77,"37,01",10,14,"75,56",critico,0.00,0.91,8.33,,processado,
ORB-00576,2026-02-02,Cuiabá,MT,Centro-Oeste,-15.55,-56.15,drone_cliente,agricultura,milho,32.08,"0,45",0.21,52.55,"30,54",15,4,49.48,medio,6.18,0.15,4.28,48.92,pendente,
ORB-00577,2025-05-15,Cuiabá,MT,Centro-Oeste,-15.73,-56.08,sensor_landsat,pastajem,pastagem,197.56,"0,40","0,29",43.37,32.31,14,7,56.06,alto,1.81,0.08,0.00,"21,62",processado,
ORB-00578,2026-02-09,Rio Branco,AC,Norte,-9.99,-67.88,sensor_sentinel,urbano,nao_aplicavel,26.36,0.33,0.26,59.49,"31,60",34,2,71.37,alto,0.00,0.77,NA,10.11,processado,nuvem na cena
ORB-00579,2025-06-26,Uberaba,MG,Sudeste,-19.76,-47.87,sensor_sentinel,vegetacao_nativa,nao_aplicavel,,"0,80",,30.54,"25,83",16,6,60.63,alto,0.00,0.05,0.00,NA,procesado,
ORB-00580,2025-10-30,Altamira,PA,Norte,-3.14,-52.07,sensor_sentinel,vegetacao_nativa,nao_aplicavel,23.30,0.68,0.53,64.69,31.79,,9,55.18,alto,0.00,0.11,0.00,61.67,processado,
ORB-00581,2026-01-16,Porto Velho,RO,Norte,-8.75,-63.80,drone_cliente,urbano,nao_aplicavel,162.53,0.17,0.21,63.35,30.59,12,0,45.70,medio,,0.61,8.92,2.29,processado,
ORB-00582,2025-06-11,Cuiabá,MT,Centro-Oeste,-15.82,-56.21,sensor_sentinel,vegetacao_nativa,nao_aplicavel,279.19,"0,87",0.60,34.84,33.94,24,9,94.92,critico,"0,00","0,02",0.00,60.74,processado,
ORB-00583,2025-05-23,Goiânia,GO,Centro-Oeste,"-16,66",-49.23,drone_cliente,agricultura,milho,334.55,0.45,0.56,12.53,NA,4,0,82.60,critico,7.03,0.07,0.00,0.00,processado,nuvem na cena
ORB-00584,2025-11-23,Porto Velho,RO,Norte,-8.69,-63.99,Sentinel,urbano,nao_aplicavel,164.84,0.30,,76.52,35.94,14,0,46.43,medio,0.00,0.56,3.32,0.00,pendente,
ORB-00585,2025-07-16,Uberlândia,MG,Sudeste,-18.68,-48.28,sensor_sentinel,vegetacao_nativa,nao_aplicavel,35.84,0.80,0.73,40.25,28.68,0,14,76.48,critico,"0,00",0.01,0.00,27.49,processado,coordenada imprecisa
ORB-00586,2025-07-27,Goiânia,GO,Centro-Oeste,-16.42,-49.30,sensor_landsat,pastagem,pastagem,141.31,0.53,0.55,33.38,34.61,22,6,90.98,critico,1.51,NA,1.67,0.00,erro_validacao,
ORB-00587,data_invalida,Palmas,TO,Norte,-10.34,-48.40,Sentinel,agricultura,cana,236.80,0.44,"0,49",61.97,31.66,4,1,41.74,medio,58.33,0.07,0.00,2.44,processado,
ORB-00588,2025-10-10,Ribeirão Preto,SP,Sudeste,-21.32,-47.65,sensor_landsat,agricultura,cana,1104.51,0.46,0.63,63.82,26.57,0,6,32.14,medio,85.47,0.11,0.00,0.00,processado,
ORB-00589,2025-12-15,Marabá,PA,Norte,-5.29,-48.87,sensor_sentinel,vegetacao_nativa,nao_aplicavel,,0.86,0.65,85.28,"31,75",19,2,,alto,0.00,0.05,"0,00",55.33,processado,possivel queimadura
ORB-00590,2025-02-03,Cuiabá,MT,Centro-Oeste,-15.60,,sensor_sentinel,vegetacao_nativa,nao_aplicavel,"195,11",0.65,0.31,69.88,34.16,15,15,74.21,alto,0.00,0.08,0.00,85.35,erro_validacao,possivel queimadura
ORB-00591,2025-07-24,Uberaba,MG,Sudeste,-19.84,-47.87,sensor_landsat,pastagem,pastagem,206.03,0.52,0.42,46.68,29.12,3,1,24.96,baixo,1.37,0.08,0.00,20.49,processado,
ORB-00592,2025-03-09,Porto Velho,RO,Norte,-9.03,-64.08,sensor_sentinel,vegetacao_nativa,nao_aplicavel,259.94,0.67,0.63,76.84,34.28,4,13,60.40,alto,0.00,0.05,0.00,"23,37",processado,
ORB-00593,2025-06-12,Marabá,PA,Norte,-5.31,-49.02,sensor_sentinel,urbano,nao_aplicavel,175.48,,0.11,45.70,,1,1,38.65,medio,0.00,0.71,8.39,12.72,processado,registro importado manualmente
ORB-00594,2025-07-07,Sinop,MT,Centro-Oeste,-12.17,-55.58,sensor_landsat,vegetacao_nativa,nao_aplicavel,79.46,0.81,0.74,41.03,,,8,NA,critico,0.00,0.06,0.00,21.33,processado,coordenada imprecisa
ORB-00595,2025-06-18,Goiânia,GO,Centro-Oeste,-16.95,-49.39,sensor_sentinel,pastagem,nao_aplicavel,48.36,0.52,0.39,34.97,36.21,13,6,90.64,critico,0.00,"0,14",0.00,13.13,processado,
ORB-00596,2025-08-05,Goiânia,GO,Centro-Oeste,-16.80,-49.24,base_municipal,urbano,nao_aplicavel,29.47,0.23,0.16,44.33,38.87,15,1,46.01,medio,0.00,0.63,4.99,10.87,processado,coordenada imprecisa
ORB-00597,2025-01-08,RIBEIRÃO PRETO,SP,Sudeste,-21.32,-47.66,sensor_sentinel,urbano,nao_aplicavel,10.78,0.17,0.20,9.15,26.15,17,4,72.97,alto,0.00,0.86,7.45,14.68,processado,possivel queimadura
ORB-00598,2026-01-18,Sorriso,MT,Centro-Oeste,-12.77,-55.45,sensor_sentinel,agricultura,milho,447.34,0.59,0.35,18.91,37.69,13,6,89.69,critico,5.85,0.13,0.62,"44,37",processado,
ORB-00599,2025-03-11,Uberaba,MG,Sudeste,NA,,sensor_sentinel,agricultura,soja,93.61,0.67,0.70,21.39,31.61,1,,83.01,critico,2.60,0.20,0.00,0.00,processado,registro importado manualmente
ORB-00600,2025-12-14,Palmas,TO,Norte,-9.89,-48.31,sensor_sentinel,pastagem,pastagem,320.85,0.39,0.33,59.48,28.35,0,2,"36,25",medio,1.30,0.12,"0,00",23.27,processado,
ORB-00601,2025-04-26,Goiânia,GO,Centro-Oeste,-16.80,-49.03,base_municipal,urbano,nao_aplicavel,141.63,"0,21","0,16",48.44,36.40,16,0,NA,medio,0.00,0.88,5.26,12.16,reprocessar,nuvem na cena
ORB-00602,2025-10-19,Palmas,TO,Norte,-10.30,-48.35,sensor_sentinel,vegetacao_nativa,nao_aplicavel,129.24,NA,0.25,65.78,35.48,18,9,87.03,crítico,0.00,0.06,0.00,93.11,processado,sombra parcial
ORB-00603,2025-10-01,Ribeirão Preto,SP,Sudeste,-21.40,-48.03,sensor_sentinel,urbano,nao_aplicavel,526.29,0.27,0.26,48.72,33.75,11,0,50.08,alto,0.00,0.68,6.46,6.35,erro_validacao,
ORB-00604,2025-06-05,Sinop,MT,Centro-Oeste,-11.90,-55.53,sensor_sentinel,pastagem,pastagem,91.77,"0,60",,56.66,34.69,29,11,89.17,critico,1.41,0.09,0.00,29.74,pendente,
ORB-00605,2026-02-24,Porto Velho,RO,Norte,,-64.03,sensor_sentinel,vegetacao_nativa,nao_aplicavel,18.22,0.71,0.54,49.35,"30,80",15,8,,alto,0.00,0.06,0.00,37.52,processado,sombra parcial
ORB-00606,2025-05-07,Uberlândia,MG,Sudeste,-18.93,-48.37,sensor_sentinel,vegetacao_nativa,nao_aplicavel,NA,0.73,0.70,45.75,26.52,1,2,"51,34",alto,0.00,0.07,0.00,16.10,processado,
ORB-00607,2025-07-04,Marabá,PA,Norte,-5.57,-49.09,sensor_landsat,urbano,nao_aplicavel,324.53,"0,18",0.10,53.11,35.94,13,9,73.10,alto,0.00,0.81,13.29,15.60,erro_validacao,
ORB-00608,2025-07-02,Barreiras,BA,Nordeste,-12.06,-44.98,sensor_sentinel,vegetacao nat.,nao_aplicavel,387.56,"0,75",0.70,NA,31.40,11,3,62.70,alto,0.00,,0.00,47.15,processado,
ORB-00609,20/12/2025,Uberlândia,MG,Sudeste,-18.77,"-48,53",sensor_landsat,pastagem,pastagem,430.44,0.47,0.39,33.76,26.43,19,1,63.27,alto,1.49,0.07,0.00,"30,64",processado,coordenada imprecisa
ORB-00610,09-04-2025,Goiânia,GO,Centro-Oeste,-16.74,-49.40,sensor_sentinel,urbano,nao_aplicavel,241.49,0.16,0.13,42.11,"34,59",22,3,64.98,alto,0.00,0.55,9.97,2.96,pendente,
ORB-00611,2025-02-04,Sinop,MT,Centro-Oeste,-11.69,,sensor_landsat,agricultura,milho,211.89,0.59,0.59,24.14,36.44,22,5,93.97,critico,6.00,0.12,2.67,5.73,processado,possivel queimadura
ORB-00612,2025-08-26,Uberlândia,MG,Sudeste,,-48.53,sensor_sentinel,urbano,nao_aplicavel,150.66,0.17,0.12,61.65,29.50,2,,74.18,alto,0.00,0.86,8.46,11.29,procesado,
ORB-00613,data_invalida,Altamira,PA,Norte,-3.18,-52.39,sensor_landsat,vegetacao_nativa,nao_aplicavel,68.14,0.85,0.84,48.34,32.24,14,10,80.19,crítico,0.00,NA,NA,39.02,erro_validacao,
ORB-00614,2025-07-24,Uberaba,MG,Sudeste,-20.01,-47.99,sensor_sentinel,urbano,nao_aplicavel,44.11,0.19,0.14,6.21,30.36,,0,63.04,alto,0.00,,8.57,,processado,
ORB-00615,2026-01-12,Uberaba,MG,Sudeste,-19.77,-47.77,LANDSAT,vegetacao_nativa,nao_aplicavel,"494,31",0.79,0.48,46.35,32.53,0,1,30.98,medio,0.00,0.08,0.00,62.19,processado,
ORB-00616,2026-01-04,Uberlândia,MG,Sudeste,-19.04,-48.09,sensor_landsat,pastagem,nao_aplicavel,553.94,"0,37",0.37,27.63,25.74,0,0,38.44,medio,0.00,0.02,0.00,0.00,processado,nuvem na cena
ORB-00617,2026-01-21,Sorriso,MT,Centro-Oeste,-12.50,-55.97,sensor_sentinel,agricultura,soja,251.55,0.73,0.69,37.98,32.02,17,0,54.86,alto,2.48,0.06,0.00,"13,52",processado,
ORB-00618,2025-03-18,Uberlândia,MG,Sudeste,-19.10,-48.40,sensor_sentinel,urbano,nao_aplicavel,1160.44,0.29,0.35,"26,49",26.40,13,5,"57,97",alto,0.00,"0,80",14.96,NA,processado,possivel queimadura
ORB-00619,2025-01-16,Cuiabá,MT,Centro-Oeste,-15.36,-56.32,drone_cliente,urbano,nao_aplicavel,"360,33",0.22,0.24,20.86,35.88,24,0,70.67,alto,"0,00",0.84,7.61,16.87,procesado,
ORB-00620,2025-08-13,Porto Velho,RO,Norte,-8.51,-64.08,sensor_sentinel,urbano,nao_aplicavel,152.17,0.25,,82.93,28.32,20,13,"57,20",alto,0.00,0.83,5.15,6.32,processado,
ORB-00621,03-26-2026,Sinop,MT,Centro-Oeste,"-11,73",-55.60,drone_cliente,agricultura,cafe,"402,96",0.64,0.74,20.21,32.38,23,6,80.64,critico,2.27,NA,0.00,0.00,processado,
ORB-00622,2025-04-16,Uberlândia,MG,Sudeste,"-19,24",-48.14,Sentinel,pastagem,pastagem,"327,70","0,51","0,53",39.90,33.80,8,1,59.72,alto,1.25,0.17,0.00,5.51,erro_validacao,
ORB-00623,2025-05-23,Uberlândia,MG,Sudeste,-18.85,-48.16,base_municipal,agricultura,milho,"764,55",0.54,0.52,54.12,30.49,11,0,38.36,medio,"7,52",0.06,0.00,10.74,pendente,
ORB-00624,2026-02-06,Ribeirão Preto,SP,Sudeste,-21.07,-48.00,sensor_landsat,vegetacao_nativa,nao_aplicavel,,0.68,"0,33",24.90,30.53,6,4,70.72,alto,0.00,0.02,0.00,"86,88",processado,sombra parcial
ORB-00625,,Ribeirão Preto,SP,Sudeste,-21.15,-47.86,sensor_sentinel,urbano,nao_aplicavel,138.78,0.18,0.12,51.66,31.59,0,5,49.55,medio,0.00,0.81,2.38,10.21,processado,
ORB-00626,2025-10-12,Goiânia,GO,Centro-Oeste,-16.95,-49.42,base_municipal,agricultura,soja,347.21,0.60,0.74,61.49,36.72,2,1,44.81,medio,4.44,0.09,0.00,0.00,processado,nuvem na cena
ORB-00627,05-24-2025,Goiânia,GO,Centro-Oeste,-16.65,-49.18,sensor_sentinel,agricultura,soja,15.48,0.56,0.45,39.77,"30,01",12,5,"54,56",alto,3.94,0.18,0.00,33.26,processado,
ORB-00628,2025-09-03,Ribeirão Preto,SP,Sudeste,-21.19,-47.90,sensor_sentinel,vegetacao_nativa,nao_aplicavel,43.88,0.65,0.63,91.44,26.03,12,8,68.01,alto,0.00,0.05,0.00,30.42,processado,
ORB-00629,2025-06-04,Sinop,MT,Centro-Oeste,-11.77,-55.55,drone_cliente,agricultura,soja,66.10,0.66,0.69,49.96,"32,40",34,3,78.53,critico,1.89,0.10,3.86,12.62,pendente,nuvem na cena
ORB-00630,2025-01-22,Altamira,PA,Norte,-3.12,-52.17,drone_cliente,urbano,nao_aplicavel,"812,78",0.26,0.23,23.17,35.92,0,0,43.31,medio,0.00,0.78,14.28,4.00,processado,registro importado manualmente
ORB-00631,2026-01-29,Porto Velho,RO,Norte,"-8,84","-63,82",sensor_landsat,vegetacao_nativa,nao_aplicavel,650.19,0.84,0.40,57.10,29.45,11,3,44.90,medio,0.00,0.03,0.00,98.07,processado,possivel queimadura
ORB-00632,31/01/2025,Uberlândia,MG,Sudeste,-18.87,-48.32,sensor_sentinel,urbano,nao_aplicavel,202.71,,0.03,31.89,33.93,21,7,88.09,critico,0.00,0.88,NA,4.05,erro_validacao,sombra parcial
ORB-00633,2025-02-04,Porto Velho,RO,Norte,,-64.04,sensor_landsat,vegetacao_nativa,nao_aplicavel,213.77,0.71,0.69,54.24,"36,19",3,11,52.72,alto,0.00,,0.00,16.39,processado,
